URL,Overall_Score,Make fewer HTTP requests,Use a Content Delivery Network (CDN),Avoid empty src or href,Add Expires headers,Compress components with gzip,Put CSS at top,Put JavaScript at bottom,Avoid CSS expressions,Make JavaScript and CSS external # SKIP score N/A,Reduce DNS lookups,Minify JavaScript and CSS,Avoid URL redirects,Remove duplicate JavaScript and CSS,Configure entity tags (ETags),Make AJAX cacheable,Use GET for AJAX requests,Reduce the number of DOM elements,Avoid HTTP 404 (Not Found) error,Reduce cookie size,Use cookie-free domains,Avoid AlphaImageLoader filter,Do not scale images in HTML,Make favicon small and cacheable
http://deploy.virtual-labs.ac.in/labs/cse01/analyticstracking.php,A(97),A(100),A(100),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/content.html,B(87),A(100),F(30),A(100),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(23),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/default.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),D(67),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp1/BinarySystem.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp1/content.html,B(87),A(100),F(30),A(100),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(23),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp1/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp1/index.php,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp1/RomanSystem.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp1/UnarySystem.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp2/calc3.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp2/content.html,B(87),A(100),F(30),A(100),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(23),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp2/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp2/index.php,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp3/content.html,B(87),A(100),F(30),A(100),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(23),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp3/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp3/index.php,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp3/insertion.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp3/merge.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp3/quick.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp3/Sorting.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp4/content.html,B(87),A(100),F(30),A(100),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(23),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp4/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp4/index.php,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp4/polynomial.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp4/UnarySystem.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp5/binarySearchTree.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp5/content.html,B(87),A(100),F(30),A(100),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(23),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp5/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp5/index.php,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp6/content.html,B(87),A(100),F(30),A(100),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(23),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp6/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp6/exptree.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp6/index.php,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp7/content.html,B(87),A(100),F(30),A(100),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(23),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp7/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp7/DFS_BFS.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(95)
http://deploy.virtual-labs.ac.in/labs/cse01/exp9/DFS_BFS.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp9/exptree.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp9/index.php,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse01/exp9/MinimumSpanningTree.html,A(96),A(100),A(90),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
